Sample	X2009_106	X2009_107	X2009_109	X2009_110	X2009_111	X2009_115	X2009_118	X2009_173	X2009_193	X2009_245	X2009_265	X2011_109	X2011_118	X2011_119	X2011_149	X2011_56	X2011_60	X2011_62	X2011_66	X2011_69	X2011_70	X2011_79	X2011_85	HU100_S17	HU101_S15	HU103_S22	HU107_S1	HU108_S18	HU109_S19	HU112_S2	HU113_S3	HU114_S27	HU115_S28	HU117_S4	HU118_S5	HU119_S20	HU122_S6	HU123_S7	HU124_S23	HU500_S8	HU502_S24	HU503_S9	HU504_S25	HU505_S21	HU506_S10	HU508_S26	HU537_S11	HU538_S12	HU539_S13	HU540_S14	HU99_S16
Non.homologous.end.joining	1.93E-05	1.17E-05	3.01E-05	2.03E-05	6.99E-05	1.65E-05	2.14E-05	7.34E-06	2.09E-05	7.72E-06	1.74E-05	5.01E-05	5.63E-05	2.52E-05	2.42E-05	2.98E-05	2.34E-05	1.47E-05	8.35E-06	2.37E-05	1.47E-05	5.68E-06	1.94E-05	1.05E-05	2.86E-06	5.40E-07	4.53E-07	9.05E-07	5.14E-06	1.91E-07	1.04E-06	1.42E-05	5.65E-06	8.27E-07	9.11E-07	4.59E-05	5.88E-06	2.73E-07	1.54E-05	2.68E-06	1.82E-05	2.52E-06	3.63E-07	7.69E-06	0	2.54E-06	3.93E-06	2.29E-06	3.47E-06	5.62E-07	9.36E-07
Glycerolipid.metabolism	0.001731662	0.002127902	0.001836661	0.001625388	0.001498051	0.001869798	0.001878365	0.001931965	0.001450143	0.001681849	0.001648863	0.001792593	0.001456633	0.001432485	0.002194925	0.001752503	0.001882359	0.002149639	0.002365046	0.002273125	0.002243292	0.002401873	0.001596354	0.00253291	0.00254746	0.002315827	0.002103633	0.003657525	0.002999911	0.002239817	0.00228419	0.002011942	0.0022139	0.002247782	0.002204723	0.002261452	0.002042308	0.002136335	0.001978354	0.001896452	0.003565994	0.001757607	0.0020672	0.001757542	0.001833738	0.002073234	0.002091017	0.002229461	0.001903706	0.002458718	0.002454891
Apoptosis	2.71E-06	9.41E-06	1.06E-05	8.72E-06	1.01E-05	1.37E-05	1.41E-05	3.09E-06	5.98E-06	2.05E-05	7.41E-06	4.77E-05	3.12E-05	9.14E-05	5.95E-05	3.15E-05	2.65E-05	9.16E-06	1.20E-05	1.68E-05	2.03E-05	8.61E-06	3.69E-05	6.34E-06	1.23E-05	9.54E-06	1.67E-05	0.000134175	1.21E-05	8.96E-06	4.11E-06	1.58E-05	1.83E-05	1.47E-05	7.53E-06	1.32E-05	2.73E-06	6.03E-06	7.95E-06	3.62E-07	0.000328736	4.83E-07	0.000243175	4.15E-07	5.31E-08	1.55E-05	4.80E-07	2.75E-07	6.32E-07	1.51E-05	4.45E-06
Synthesis.and.degradation.of.ketone.bodies	7.40E-05	7.76E-05	0.000134436	0.000106854	0.000111767	9.12E-05	0.000109615	0.000107175	8.82E-05	8.58E-05	8.58E-05	0.000129034	0.00012975	0.000113946	0.000136298	0.000123201	0.000134456	0.000109789	0.000110239	0.000118439	0.000130389	7.26E-05	0.000128727	0.000106884	0.000143809	9.22E-05	5.39E-05	0.000232692	0.000107419	7.03E-05	6.06E-05	8.61E-05	9.63E-05	5.86E-05	5.70E-05	0.000114779	7.02E-05	5.64E-05	0.000123888	6.77E-05	5.81E-05	6.52E-05	0.000111743	5.84E-05	4.57E-05	6.70E-05	6.61E-05	5.05E-05	4.75E-05	5.89E-05	8.23E-05
Nicotinate.and.nicotinamide.metabolism	0.004226412	0.004177119	0.003998146	0.003970652	0.004535615	0.0041896	0.0044101	0.00400454	0.004285008	0.003955295	0.004262803	0.004006627	0.003824076	0.003980829	0.004149062	0.004057446	0.004071742	0.004147431	0.004225581	0.004088039	0.004806973	0.004238135	0.004025758	0.004439855	0.004287061	0.003958885	0.005207707	0.004385064	0.004716448	0.005020073	0.005095029	0.004322272	0.004400621	0.005312436	0.005085002	0.004242404	0.004341257	0.005601443	0.004243889	0.004667217	0.00420865	0.004618136	0.004892947	0.004009796	0.005181523	0.004216888	0.00465213	0.005008654	0.004891384	0.005190298	0.004067943
Proteasome	0.000186977	0.000122435	0.000124455	0.000180118	0.000191827	0.000132534	0.000207608	6.49E-05	0.000150031	9.86E-05	0.000154329	0.000396506	0.00039407	0.000717206	0.0003092	0.000291021	0.000267637	0.000132936	9.64E-05	0.00027872	0.000341091	5.47E-05	0.000164083	9.72E-05	1.60E-05	7.80E-06	1.78E-06	1.82E-05	9.46E-06	1.21E-06	7.19E-06	6.00E-05	4.21E-05	1.42E-05	3.26E-06	0.000264939	2.46E-05	5.70E-06	8.34E-05	8.44E-06	1.30E-06	1.20E-05	2.42E-07	4.58E-05	2.93E-06	4.87E-06	4.78E-05	5.89E-06	2.71E-05	1.37E-05	1.18E-05
Oocyte.meiosis	2.02E-06	8.54E-06	4.62E-06	7.98E-06	8.37E-06	3.18E-06	9.92E-06	4.92E-06	8.35E-06	2.75E-05	6.16E-06	1.29E-05	2.34E-05	0.000352408	7.18E-05	2.99E-05	6.61E-05	3.04E-05	3.69E-06	6.97E-05	6.57E-06	3.90E-06	4.40E-05	2.09E-07	2.27E-08	7.92E-09	4.80E-08	8.37E-08	0	0	2.97E-08	1.61E-07	3.89E-07	3.43E-08	1.87E-08	1.35E-07	7.32E-08	0	5.93E-08	8.04E-08	1.00E-08	3.27E-07	7.57E-08	0	9.07E-08	4.18E-08	9.71E-08	3.11E-08	9.75E-08	1.72E-08	7.81E-08
RNA.polymerase	0.002573966	0.0023568	0.00261579	0.002787315	0.002720796	0.002763999	0.002619677	0.002438939	0.002777158	0.002814917	0.002635172	0.002836488	0.00314006	0.002865724	0.002605548	0.002727929	0.002615625	0.002357867	0.002373147	0.002458411	0.00254822	0.002234116	0.002609967	0.002694889	0.002681907	0.002286713	0.001866655	0.002038645	0.002127434	0.002151257	0.001994182	0.002866045	0.002802156	0.002155574	0.002047015	0.002571273	0.002683136	0.001895567	0.002710478	0.002385479	0.002071599	0.002628969	0.001494943	0.0024334	0.002060377	0.002297015	0.00245107	0.002371371	0.002340243	0.002041102	0.00198312
beta.Lactam.resistance	0.000102733	0.000141312	3.04E-05	4.08E-05	8.31E-05	9.69E-05	5.47E-05	7.76E-05	0.000106555	8.28E-05	0.000113852	7.50E-05	6.83E-05	6.50E-05	0.000369924	6.16E-05	4.41E-05	0.000155185	4.40E-05	6.51E-05	7.32E-05	0.000161835	5.01E-05	0.001506833	0.001263893	0.000934228	0.00101756	0.00096811	0.000842381	0.001196637	0.000984157	0.001321677	0.000922654	0.000927211	0.001101368	0.001008248	0.001213904	0.000932525	0.000920089	0.001079937	0.001511507	0.001250018	0.001347645	0.001208676	0.001200354	0.001543782	0.000979003	0.001132781	0.001045806	0.001429242	0.001491987
Fatty.acid.metabolism	0.003041558	0.00295975	0.002448771	0.002383486	0.002660038	0.002270189	0.002605564	0.002834169	0.002800188	0.002259711	0.002645092	0.002741537	0.002518522	0.002275432	0.002586825	0.002450547	0.002288973	0.002533212	0.002478511	0.002236216	0.002826771	0.002882291	0.002756895	0.002730477	0.002888161	0.003253147	0.003614175	0.003503981	0.003480063	0.003508825	0.003485505	0.003253645	0.003096526	0.003809474	0.00371671	0.002443416	0.003130872	0.003623383	0.002766547	0.003251089	0.003708024	0.003163221	0.003462781	0.003310852	0.003842562	0.003572176	0.003407204	0.003640244	0.00369415	0.003785436	0.003358353
Carbon.fixation.pathways.in.prokaryotes	0.005777848	0.005835202	0.006239379	0.006180965	0.006213827	0.006074723	0.006015245	0.005542399	0.006169098	0.006289376	0.006042572	0.005538129	0.005740086	0.005785531	0.005523696	0.006209901	0.006228546	0.005944105	0.006051252	0.005631938	0.005338089	0.005658856	0.006127107	0.006107792	0.005322742	0.005317955	0.005296219	0.004218149	0.005167798	0.005307033	0.005656076	0.006338028	0.006308217	0.00538658	0.005491873	0.005389241	0.005844456	0.005558152	0.006162456	0.006205693	0.005244195	0.006187679	0.005046012	0.006129448	0.005718236	0.006674789	0.005995097	0.005892393	0.006314912	0.005579757	0.005210377
Amyotrophic.lateral.sclerosis..ALS.	2.78E-06	1.46E-05	3.36E-05	9.94E-07	6.56E-05	1.01E-05	3.14E-06	1.92E-05	5.80E-06	6.65E-06	1.26E-05	2.84E-06	1.54E-05	7.72E-06	9.42E-06	5.09E-06	2.12E-06	5.05E-06	5.78E-06	7.39E-06	6.92E-06	3.32E-06	8.32E-06	1.93E-05	5.02E-06	6.63E-06	3.53E-05	7.15E-05	3.53E-06	1.09E-05	1.05E-05	1.75E-05	1.54E-05	6.41E-06	6.07E-06	4.44E-05	9.41E-06	7.59E-06	9.76E-06	5.90E-06	0.000177527	1.74E-05	7.22E-05	5.60E-06	3.96E-06	1.89E-05	8.25E-06	4.48E-06	4.29E-06	7.80E-06	2.12E-06
Proximal.tubule.bicarbonate.reclamation	7.76E-05	8.78E-05	8.70E-05	8.74E-05	0.000106977	8.94E-05	8.58E-05	8.40E-05	8.07E-05	9.21E-05	7.50E-05	0.000108251	9.50E-05	8.32E-05	9.21E-05	9.83E-05	0.000115147	0.000118347	7.59E-05	0.000106806	7.78E-05	8.16E-05	7.75E-05	5.18E-05	5.81E-05	6.41E-05	4.74E-05	5.26E-05	1.90E-05	5.17E-05	9.71E-05	8.43E-05	9.23E-05	4.83E-05	5.02E-05	8.95E-05	8.72E-05	6.16E-05	8.41E-05	6.22E-05	0.00012705	6.94E-05	0.000123656	9.35E-05	6.84E-05	0.000123262	0.000100873	6.41E-05	8.89E-05	5.17E-05	3.57E-05
Long.term.potentiation	1.25E-06	4.22E-06	2.58E-06	4.28E-06	4.65E-06	1.67E-06	4.92E-06	2.35E-06	3.86E-06	1.41E-05	3.31E-06	6.06E-06	9.38E-06	0.000181488	3.82E-05	1.56E-05	3.46E-05	1.50E-05	1.40E-06	4.03E-05	3.12E-06	1.98E-06	2.55E-05	4.75E-08	2.27E-08	7.92E-09	0	2.62E-08	0	0	2.97E-08	1.10E-07	0	3.43E-08	1.87E-08	0	4.05E-08	0	5.93E-08	8.04E-08	1.00E-08	7.18E-08	6.44E-09	0	2.32E-08	9.01E-09	4.91E-08	0	4.69E-08	1.72E-08	7.81E-08
One.carbon.pool.by.folate	0.004553715	0.004388839	0.004618958	0.004917797	0.004772728	0.004390173	0.004418845	0.004183247	0.004561706	0.004491711	0.004577104	0.004085881	0.004356859	0.004047435	0.004409428	0.004172735	0.004091992	0.004205712	0.00433451	0.00422897	0.004138244	0.00448809	0.004307689	0.004256718	0.004264186	0.003956884	0.00407049	0.004007356	0.003894973	0.004050993	0.004191182	0.004421923	0.004473613	0.004095318	0.004219415	0.00503493	0.004458821	0.004284506	0.004433147	0.004550231	0.003879569	0.004342709	0.00386566	0.004578167	0.004283185	0.004595755	0.004261266	0.004578595	0.004533235	0.004064172	0.003978533
TGF.beta.signaling.pathway	3.20E-07	1.79E-06	7.88E-07	1.16E-06	1.37E-06	3.43E-07	1.80E-06	6.70E-07	1.47E-06	4.16E-06	1.02E-06	2.52E-06	3.98E-06	6.51E-05	1.19E-05	5.02E-06	1.10E-05	4.82E-06	2.44E-07	9.99E-06	1.35E-06	6.73E-07	6.53E-06	2.54E-08	0	0	0	0	0	0	0	0	1.88E-07	0	0	0	3.27E-08	0	2.12E-08	0	0	1.62E-07	0	0	0	3.28E-08	4.80E-08	3.11E-08	6.08E-08	0	0
SNARE.interactions.in.vesicular.transport	0	0	0	0	0	0	0	9.36E-07	8.50E-07	0	9.07E-07	3.17E-07	1.47E-05	9.37E-07	0	0	0	0	2.10E-07	0	0	0	0	1.10E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taste.transduction	1.45E-07	8.30E-07	4.05E-07	3.15E-07	5.24E-07	2.24E-07	9.95E-07	5.64E-07	5.33E-07	2.32E-06	6.81E-07	1.35E-06	1.31E-06	3.08E-05	5.92E-06	3.27E-06	5.75E-06	2.75E-06	1.16E-06	6.45E-06	9.30E-07	1.08E-06	4.30E-06	0	0	7.92E-09	0	0	0	0	0	0	0	0	0	0	4.05E-08	0	1.86E-08	0	1.00E-08	9.17E-09	6.44E-09	0	0	9.01E-09	0	0	3.67E-08	0	0
Ovarian.steroidogenesis	1.45E-07	8.30E-07	4.05E-07	3.15E-07	5.24E-07	2.24E-07	9.16E-07	5.64E-07	5.33E-07	2.32E-06	4.07E-07	1.01E-06	1.31E-06	3.06E-05	5.83E-06	2.66E-06	5.28E-06	2.75E-06	2.29E-07	5.90E-06	2.97E-07	1.81E-07	4.14E-06	0	0	7.92E-09	0	0	0	0	0	0	0	0	0	0	4.05E-08	0	1.86E-08	0	1.00E-08	9.17E-09	6.44E-09	0	0	9.01E-09	0	0	3.67E-08	0	0
Vitamin.B6.metabolism	0.002734417	0.003008119	0.002488857	0.002397231	0.002642504	0.00240746	0.002602225	0.002622141	0.002461781	0.002376956	0.002631072	0.002498953	0.002173855	0.002429616	0.002787163	0.002641977	0.002560534	0.002921105	0.003083188	0.002791602	0.002796529	0.00316406	0.00274429	0.00234706	0.002665759	0.002871105	0.003518719	0.002153295	0.002513446	0.003520315	0.003648307	0.002734259	0.002714043	0.003408323	0.003287568	0.002374153	0.002643906	0.003197484	0.002495129	0.003282275	0.001978607	0.002855017	0.002344809	0.002984935	0.003178976	0.002382312	0.002726938	0.003157473	0.003290879	0.003335714	0.002943138
Novobiocin.biosynthesis	0.000462492	0.000423377	0.000409112	0.000398779	0.000369239	0.000358528	0.000448141	0.00040623	0.000397598	0.000403217	0.000430354	0.000425393	0.000358469	0.000351366	0.000412784	0.000422222	0.000409456	0.000422162	0.000436585	0.000395896	0.00038532	0.00044758	0.000406485	0.000421678	0.00030798	0.000424812	0.000594533	0.000404895	0.000451434	0.000526585	0.000564651	0.000344972	0.000360926	0.000530542	0.000516803	0.000346973	0.000434964	0.000576226	0.000392248	0.000458997	0.000382872	0.000501536	0.000436983	0.000361676	0.000586965	0.000350999	0.000471586	0.000511451	0.00049949	0.000494035	0.000514271
Penicillin.and.cephalosporin.biosynthesis	4.08E-05	5.77E-05	3.56E-05	2.47E-05	5.37E-05	3.43E-05	4.33E-05	3.76E-05	3.07E-05	4.65E-05	2.44E-05	3.60E-05	4.87E-05	2.79E-05	0.000151571	4.84E-05	4.79E-05	0.000105311	9.46E-05	0.000163959	6.69E-05	8.84E-05	2.46E-05	0.000145425	6.49E-05	0.000194983	0.000378781	0.000412864	0.000255076	0.000904738	4.38E-05	0.000121686	0.000125567	8.96E-05	0.000127058	0.000218445	7.38E-05	9.10E-05	8.51E-05	3.62E-05	0.000422904	3.66E-05	0.000478701	8.09E-05	6.09E-05	7.09E-05	7.35E-05	5.80E-05	3.60E-05	9.51E-05	6.18E-05
Hypertrophic.cardiomyopathy..HCM.	1.48E-07	8.25E-07	3.09E-07	4.58E-07	1.91E-07	7.98E-08	5.74E-07	4.00E-07	1.89E-06	7.33E-07	3.20E-07	1.78E-06	2.69E-06	1.17E-05	2.65E-06	9.77E-07	1.18E-06	9.23E-07	6.12E-07	1.08E-06	9.51E-07	8.89E-07	1.87E-06	1.19E-07	1.27E-07	0	0	1.34E-08	2.92E-08	0	5.45E-08	2.31E-07	5.72E-07	3.51E-08	0	3.54E-08	0	1.64E-08	1.95E-07	1.64E-08	2.16E-07	7.05E-08	0	3.43E-08	1.58E-08	7.06E-08	5.91E-07	1.64E-07	3.25E-07	4.93E-07	1.26E-08
Dioxin.degradation	0.000134712	0.000125426	9.83E-05	0.000101787	0.000151363	0.000159288	0.000108877	0.000138991	0.000138777	0.000113149	0.000126351	0.000113913	0.000143984	0.000139091	0.000131101	0.000109946	0.000115554	0.000106187	9.96E-05	9.32E-05	0.000140326	0.000124518	0.000109741	0.000117308	0.00019755	0.000164933	0.000161551	0.000222796	0.000138537	0.000135394	0.000112724	0.000197312	0.000156284	0.000148144	0.000113393	0.000236298	0.000129414	0.000107753	0.000125336	8.99E-05	0.000165952	0.000103921	0.000154834	8.75E-05	9.13E-05	8.90E-05	0.000139273	0.000111191	0.00010447	0.000126275	0.000135256
Chronic.myeloid.leukemia	2.28E-08	3.47E-07	1.13E-07	2.60E-07	1.89E-07	1.71E-07	3.47E-07	1.76E-07	1.45E-07	1.10E-06	1.73E-07	5.47E-07	9.94E-07	9.34E-06	1.59E-06	1.43E-06	2.02E-06	6.83E-07	2.56E-07	1.26E-06	9.23E-07	8.24E-07	1.56E-06	0	0	0	0	0	2.45E-07	0	0	0	3.07E-07	0	0	0	0	0	2.12E-08	0	3.14E-08	1.34E-07	0	0	0	5.30E-08	0	0	1.03E-08	0	0
Herpes.simplex.infection	1.58E-05	1.64E-05	1.26E-05	2.19E-05	2.54E-05	1.36E-05	2.85E-05	9.26E-06	1.95E-05	2.64E-05	2.06E-05	4.60E-05	5.14E-05	0.000265975	7.16E-05	4.51E-05	6.72E-05	2.71E-05	1.44E-05	6.83E-05	1.58E-05	1.38E-05	4.17E-05	1.02E-05	5.54E-07	0	4.80E-08	1.33E-06	1.29E-07	0	9.85E-07	9.33E-06	2.74E-06	1.09E-07	1.24E-07	2.87E-05	2.10E-06	0	7.21E-06	1.03E-06	7.29E-08	1.52E-06	0	4.49E-06	1.39E-07	2.98E-07	5.90E-06	7.84E-07	2.06E-06	2.25E-07	1.18E-06
Antigen.processing.and.presentation	0.000239266	0.000228849	0.000254863	0.000275772	0.000256854	0.000293567	0.000253386	0.000247877	0.00026566	0.000255728	0.00024565	0.0002781	0.000339276	0.000433664	0.000264564	0.000267402	0.000272705	0.000245387	0.000237618	0.000272239	0.000204923	0.000232975	0.000278776	0.000229181	0.000251243	0.000203317	0.000168337	0.000161971	0.000200687	0.000204562	0.000221487	0.000233232	0.000215939	0.00020549	0.000207426	0.00019645	0.000241102	0.000199256	0.000236614	0.000246144	0.000156788	0.000231276	0.000171667	0.000259269	0.000220269	0.000264013	0.000242164	0.000225	0.000232141	0.000219327	0.000205906
Dopaminergic.synapse	1.69E-06	6.24E-06	3.56E-06	5.99E-06	6.36E-06	2.14E-06	6.97E-06	3.21E-06	5.63E-06	1.91E-05	4.77E-06	9.35E-06	1.69E-05	0.000257829	5.91E-05	2.22E-05	4.84E-05	2.07E-05	2.89E-06	5.35E-05	5.57E-06	3.79E-06	3.38E-05	1.65E-07	2.27E-08	7.92E-09	0	2.62E-08	0	1.33E-08	2.97E-08	1.22E-07	2.44E-07	6.87E-08	1.87E-08	0	9.61E-08	0	3.81E-08	8.04E-08	4.14E-08	2.24E-07	6.44E-09	0	2.32E-08	7.59E-08	9.71E-08	4.43E-08	9.75E-08	1.72E-08	7.81E-08
Salmonella.infection	0.000207849	0.000135797	0.000141931	0.000168504	0.000165138	0.000126642	0.000172159	0.000171962	0.000150763	0.000173507	0.000165263	0.000335215	0.000259505	0.000231	0.000327893	0.000180687	0.000213679	0.000507936	0.000174408	0.000171816	0.000252427	0.000285861	0.000228283	0.00033493	0.00014592	0.000176441	0.000613938	0.001128624	0.000179333	0.000202098	0.000155112	0.000285141	0.000274355	0.000337861	0.000253936	0.000803451	0.000196563	0.000388643	0.000162058	0.000173706	0.000377859	0.0004153	0.001100768	0.000301175	0.000155281	0.000161552	0.000337252	0.000217979	0.000195922	0.000168265	0.000337245
Adherens.junction	3.99E-07	2.13E-06	7.98E-07	1.44E-06	1.21E-06	4.99E-07	2.69E-06	8.23E-07	1.45E-06	5.44E-06	9.01E-07	2.80E-06	4.64E-06	6.47E-05	1.36E-05	5.41E-06	1.39E-05	5.01E-06	1.26E-06	1.33E-05	1.38E-06	1.33E-06	8.83E-06	1.19E-07	1.27E-07	0	0	1.34E-08	2.92E-08	0	5.45E-08	2.31E-07	6.49E-07	3.51E-08	0	3.54E-08	8.05E-08	1.64E-08	2.16E-07	1.64E-08	0	1.24E-07	0	3.43E-08	1.58E-08	7.06E-08	5.91E-07	1.64E-07	3.35E-07	4.93E-07	1.26E-08
RNA.degradation	0.011772849	0.011029475	0.011233979	0.012071009	0.012238466	0.011253297	0.011090176	0.012013114	0.012579053	0.011407427	0.01258616	0.012139089	0.013371009	0.012539117	0.011550271	0.011372872	0.010652704	0.011048399	0.01096039	0.010892249	0.011646395	0.010927111	0.011547008	0.010241841	0.009584313	0.010532568	0.012114147	0.009903787	0.009290246	0.011918334	0.011536335	0.010818479	0.010739402	0.012165159	0.011926494	0.010313622	0.011967708	0.012280434	0.011473285	0.012028628	0.010527038	0.012126	0.010826735	0.011830344	0.012407622	0.011382169	0.011525779	0.012132684	0.012156271	0.011642127	0.010002983
